vesselName,imoNumber,flag,vesselType,grossTonnage,mmsiNumber,yearBuilt
TAN CANG VICTORY,9264245,VN,CONTAINER SHIP,5234,574003250,2003
SOLANA,9395317,MT,TANKER,157316,248330000,2010
AMUR,9133173,RU,GENERAL CARGO,6263,273146000,0
CDBL ACE,9493626,HK,BULK CARRIER,91971,477234200,2010
PACIFIC AZUR,9788540,LR,CHEMICAL TANKER,29513,636018761,2019
OCEAN DESTINY,9460863,MH,BULK CARRIER,32379,538004590,2008
BOTAFOGO,9395329,MT,TANKER,58667,249575000,2010
COROSSOL,9395331,MT,TANKER,58667,249550000,2010
KIHO,9329796,PA,TANKER,159923,354220000,2006
FAIRCHEM SABRE,9657478,MH,CHEMICAL TANKER,11752,538007299,2013
OCEAN DALIAN,9493640,HK,BULK CARRIER,41073,477424800,2010
SATORI,9329801,MH,BULK CARRIER,88484,538008218,2007
MARISKA G,9690250,PA,SUPPLY VESSEL,2309,564239000,2013
HOANG TRIEU 36,9460875,VN,GENERAL CARGO,1598,574469000,2007
PACIFIC JASPER,9788552,LR,CHEMICAL TANKER,29513,636018762,2019
SCF URAL,9231509,LR,TANKER,81085,636011494,2002
ATALANTI SB,9329813,CY,BULK CARRIER,31293,538007703,2005
MORNING CLARA,9460887,SG,VEHICLE CARRIER,60213,564254000,2008
AMAZON EXPLORER,9231511,BS,TANKER,43075,239933000,2002
CORAL JASPER,9591961,PA,BULK CARRIER,41963,373331000,2012
CORAL AMBER,9591959,PA,BULK CARRIER,41963,373091000,2010
MEDI MATSUURA,9755804,PA,BULK CARRIER,43028,374792000,2015
MAGIC STRIKER,9493664,BS,BULK CARRIER,33044,311024600,2010
GLOVIS COMPANION,9460899,MH,VEHICLE CARRIER,60213,538005018,2010
ALEXANDROS P,9723045,LR,BULK CARRIER,35812,636017150,2017
CORAL OPAL,9591973,PA,BULK CARRIER,41963,373495000,2012
ONE OCEAN,9460904,CY,BULK CARRIER,43152,209761000,2009
NORMAND TORTUGA,9624744,CY,SUPPLY VESSEL,3455,210646000,2013
CHALLENGE PINNACLE,9788588,PA,TANKER,29465,371414000,2019
HEROIC STRIKER,9493676,BS,BULK CARRIER,33044,311024800,2010
ETERNAL SUNSHINE,9788590,LR,TANKER,29464,636019017,2019
ABDUL HAMID,9329837,ID,BULK CARRIER,31247,371309000,2004
CORAL CRYSTAL,9591985,PA,BULK CARRIER,41963,373789000,2012
DAYANG CONFIDENCE,9723057,MH,BULK CARRIER,35812,538007401,2017
KORO SEA,9395379,LR,TANKER,56355,636016968,2008
BETTYS DREAM,9460916,MH,BULK CARRIER,43152,538006652,2008
SEA TRIUMPH,9624756,CY,SUPPLY VESSEL,3455,212387000,2014
LEONID,9198771,PW,TANKER,44067,511100312,2000
LEONID,9198771,PW,TANKER,44067,511100312,0
JY GUARDIANSHIP,9493688,MH,BULK CARRIER,33044,538006687,2011
MAERSK CADIZ,9526459,SG,CONTAINER SHIP,50869,566755000,2012
ITHAKI,9526461,MT,TANKER,160487,256310000,2011
DOMINICA,9723069,LR,TANKER,157092,636018890,2015
DIA,9723071,LR,TANKER,157092,636018883,2015
PHOENIX OCEAN,9591997,HK,BULK CARRIER,41254,477224600,0
NORTHERN SUN,7527617,CK,YACHT,703,518159000,1976
AMELIA,9624768,PA,CHEMICAL TANKER,12374,357299000,2011
CHEMSTAR STELLAR,9624770,PA,CHEMICAL TANKER,12226,373015000,2012
HIGHLINE 51,9428164,MY,TUG BOAT,267,533000518,2006
SARKU CLEMENTINE,8936645,MY,SUPPLY VESSEL,3637,533776000,1998
EGRET OASIS,9592006,HK,BULK CARRIER,41254,477224700,2012
KASHIMASAN,9329863,JP,TANKER,159840,432724000,2006
BBC GERMANY,9297096,GI,GENERAL CARGO,7004,236111832,2003
BBC SCANDINAVIA,9362633,AG,GENERAL CARGO,7002,304173000,2004
PORT ESTORIL,9231561,MT,BULK CARRIER,29986,215083000,2001
DONOUSSA,9723083,LR,TANKER,157092,636018891,2016
PACIFIC COBALT,9788617,LR,CHEMICAL TANKER,29513,636019842,2020
CHEMSTAR JEWEL,9624782,PA,TANKER,12226,373353000,2012
STAHLA,9592018,CY,BULK CARRIER,41254,209755000,2012
PANAGIA STENION,9592020,CY,BULK CARRIER,41254,209756000,2012
SHAIL AL RUWAIS,9231573,QA,BULK CARRIER,29986,466208000,2001
SHAIL AL RUWAIS,9231573,QA,BULK CARRIER,29986,466208000,0
INDIA VISION,9526485,LR,BULK CARRIER,45259,563616000,2011
DESIRADE,9723095,LR,TANKER,157092,636018892,2016
GREEN PINE,9100504,01,GENERAL CARGO,6641,372629000,1994
DRENEC,9723100,LR,TANKER,157092,636018882,2016
MEDAN,9002207,CK,TANKER,80000,518100122,1991
SHANDONG CHONG WEN,9592032,HK,BULK CARRIER,41254,477434600,2011
KAMNIK,9657571,PA,GENERAL CARGO,9981,372125000,2008
SHENG HONG,7920869,TW,FISHING VESSEL,1866,416702000,0
ULYSSES,9723112,MH,TANKER,154133,538006816,2016
SHANDONG HONG TU,9592044,HK,BULK CARRIER,41260,477091200,2011
CAPE SUPPLIER,9493743,MH,BULK CARRIER,92050,538004204,2011
ARDHIANTO,9100528,ID,GENERAL CARGO,7633,525016107,1994
DOGA K,9100530,KM,GENERAL CARGO,7636,533453000,1994
HERCULES I,9723124,MH,TANKER,154226,538006822,2017
OCEAN GARLIC,9592056,MH,BULK CARRIER,44543,477813100,2012
RYOMA,9133305,PA,REEFER VESSEL,4493,371727000,1996
MINISTAR,6806779,MY,LPG,963,533000117,1968
MOUNT APO,9493755,LR,BULK CARRIER,91792,636015656,2012
SW CAP FERRAT I,9231614,PA,TANKER,23680,636011583,2002
ULTRA JAGUAR,9723136,MH,BULK CARRIER,43036,538006707,2016
XIN HUA,9592068,HK,BULK CARRIER,44543,477098200,2011
OCEAN ROSEMARY,9592070,HK,BULK CARRIER,44543,477250900,2012
POLA,9493767,LR,TANKER,83562,636015014,2011
ND ARISTEIA,9788681,MH,BULK CARRIER,35025,355042000,2016
SEAWAYS AMBERMAR,9231626,NU,TANKER,23608,525119068,2002
LENA B,9723148,IM,BULK CARRIER,43036,232005952,2016
FPMC B MAJESTY,9723150,LR,BULK CARRIER,107026,636016835,2015
ASIAN BULKER,9755919,SG,BULK CARRIER,22426,563018600,2015
AUSTRALIAN BULKER,9755921,SG,BULK CARRIER,22426,563038600,2015
XIN HAN,9592082,HK,BULK CARRIER,44543,477631800,2013
SMYRNI,9493779,LR,TANKER,83562,636015015,2011
JITRA BHUM,9133329,SG,CONTAINER SHIP,15533,564238000,1996
FPMC B NATURE,9723162,LR,BULK CARRIER,107026,636016836,2015
QUANG MINH 126,9395484,VN,GENERAL CARGO,2998,574357000,2005
MSC DIANA,9755933,LR,CONTAINER SHIP,194250,636017433,2016
OCEAN SCALLION,9592094,HK,BULK CARRIER,44543,477942200,2012
STELLAR ARAGVI,9682899,LR,BULK CARRIER,17019,636020435,2014
OTTOMAN COURTESY,9788708,TR,TANKER,83537,271044691,2017
OTTOMAN SINCERITY,9788710,TR,TANKER,83537,271044690,2017
MERMAID HOPE,9395496,PA,TANKER,157589,372560000,2011
MSC INGY,9755945,LR,CONTAINER SHIP,193489,636017434,2016
YUYO SPIRITS,9395501,PA,LPG,45966,357117000,2009
HAMBURG EXPRESS,9461051,DE,CONTAINER SHIP,143262,218774000,2012
ONE ENERGY,9592123,CY,BULK CARRIER,44323,209191000,2011
TAY SON 1,9329980,VN,GENERAL CARGO,8216,574277000,2004
MSXT ASTERIA,9723203,PA,BULK CARRIER,36353,371478000,2019
ACTUARIA,9395525,PT,CONTAINER SHIP,75752,253406000,2009
ISUZU,9624902,PA,GENERAL CARGO,14122,371884000,2013
PLATANOS,9592135,CY,BULK CARRIER,44323,209243000,2011
PANAGIOTIS,9461063,MH,BULK CARRIER,43817,241071000,2010
SP 4 BSI,9755983,ID,CHEMICAL TANKER,2438,457900236,2015
MSXT ARTEMIS,9723215,PA,BULK CARRIER,36353,0,2019
MTM FAIRFIELD,9264465,SG,PETROLEUM/CHEMICAL TANKER,11552,566292000,2001
GOLAR SEAL,9624914,MH,LPG,102100,538004980,2013
C S OLIVE,9461075,PA,BULK CARRIER,43012,353619000,2009
SC QINGDAO,9428308,HK,CHEMICAL TANKER,8562,477115300,2008
SAPURA SAMUDRA,7396692,MY,SUPPLY VESSEL,1061,533528000,1975
SC LIAONING,9428310,HK,TANKER,8562,477185400,2009
KM KEELUNG,9461087,LR,BULK CARRIER,42942,636014302,2010
HONG FA SHANG HAI,9133410,CN,GENERAL CARGO,18207,412379590,1997
PARAFFIN,1006946,KY,YACHT,1092,319646000,1999
QUORN,9493860,LR,BULK CARRIER,91373,636018374,2010
KENTA MARU,9788772,JP,REEFER VESSEL,5846,431793000,2017
CZECH,9723241,MT,CONTAINER SHIP,94684,256771000,2015
GOLAR PENGUIN,9624938,MH,LNG,102100,538004979,2014
KM HONGKONG,9461099,LR,BULK CARRIER,42942,636014303,2010
EVMILOS,9592173,CY,BULK CARRIER,44485,209429000,2012
CHIPOL RUIAN,9133422,LR,GENERAL CARGO,18202,636019729,1998
MR PAT BROWN,9428334,MH,TANKER,30031,538003501,2009
JAIGARH,9461104,PA,BULK CARRIER,43012,356277000,2010
CYMONA IRON,9493872,MH,BULK CARRIER,91689,538007688,2011
MARAN LYRA,9559406,GR,TANKER,163882,241723000,2020
MR TIGRIS,9428346,MH,TANKER,30031,538006311,2009
CHORUS,9461116,PA,BULK CARRIER,43012,354713000,2011
SWITZERLAND,9723265,MT,CONTAINER SHIP,94684,256766000,2016
JIA YUE,9854337,HK,BULK CARRIER,36287,477326600,2015
NEA TYHI,9461128,BS,BULK CARRIER,43012,372184000,2009
THISSEAS,9493896,LR,BULK CARRIER,41101,636015033,2012
SEDONA,9887114,PA,GENERAL CARGO,9969,374669000,2020
NAUMA,9362827,PT,GENERAL CARGO,4990,304988000,2006
GREAT QIN,9526667,HK,BULK CARRIER,91751,477711900,2009
CROATIA,9723277,MT,CONTAINER SHIP,94684,256763000,2016
WP AMBITION,9690509,MH,BULK CARRIER,31884,538007830,2015
MEDUSA,9461130,MH,BULK CARRIER,43012,351040000,2010
UACC SHAMS,9428360,LR,TANKER,30006,255803640,2009
MAERSK SURABAYA,9330068,LR,CONTAINER SHIP,94322,636017722,2006
MAERSK SEMARANG,9330070,LR,CONTAINER SHIP,94322,636092986,2007
STENA SUNRISE,9592214,BM,TANKER,81187,310654000,2010
SUPREME,9231767,MT,TANKER,84598,215213000,2002
HENG XIN,9526681,HK,TANKER,8814,477190300,2007
NESTOR,9493913,LR,BULK CARRIER,41101,636015048,2011
HARVEST LEADER,9690523,BS,VEHICLE CARRIER,71177,311000187,2014
HAM 311,9100700,ID,DREDGER,3423,245326000,1993
STAR TRADER,9461142,BS,BULK CARRIER,43012,311000380,2010
MR ORESTES,9428384,MH,TANKER,30006,538006235,2009
AQUALIBERTY,9592226,LR,TANKER,61237,636015174,2011
MEXICO,9231779,LR,CONTAINER SHIP,53453,636015496,2002
TREASURE STAR,9461154,PA,BULK CARRIER,43012,351916000,2010
LIANG SHENG,9526693,HK,TANKER,8814,477978800,2012
BAO WEALTH,9330082,LR,BULK CARRIER,31261,636016267,2005
HERMES LEADER,9690535,BS,VEHICLE CARRIER,71177,311000188,2015
BIRDIE,9297319,GR,TANKER,160904,240646000,2005
MINERVA ELLIE,9297321,GR,TANKER,58156,240435000,2003
LAMBAY,9493925,LR,BULK CARRIER,41101,636015008,2011
QSA SAKURA,9559468,TV,TUG BOAT,313,563986000,2008
VICTORY LEADER,9395628,BS,VEHICLE CARRIER,49675,311008700,2010
SHINLINE 10,9559470,MY,GENERAL CARGO,9799,533002720,2008
AQUALEADER,9592238,LR,TANKER,61237,636015175,2011
WANGARATTA,9461166,PA,BULK CARRIER,43012,370325000,2011
NIKOLAS III,9493937,PA,BULK CARRIER,32287,373940000,0
YANGZE VENUS,9428401,MH,GENERAL CARGO,8620,538004901,2013
HELIOS RAY,9690547,BS,VEHICLE CARRIER,71177,311000321,2015
HANNAH,9526708,HK,CHEMICAL TANKER,8818,477810800,2007
TRANS HARMONY 1,9788849,PA,VEHICLE CARRIER,50305,355974000,2018
TRANS HARMONY 2,9788851,PA,VEHICLE CARRIER,50305,352409000,2018
ROYAL JUSTICE,9526710,PA,BULK CARRIER,22866,372352000,2012
FU YUAN YU YUN 995,9887152,CN,FISHING VESSEL,5005,412440687,2019
AQUALEGEND,9592240,LR,TANKER,61237,636015176,2012
THEMIS,9264570,PA,TANKER,56358,353744000,2002
KIRRIBILLI,9461178,PA,BULK CARRIER,43012,357291000,2011
MINERVA CLARA,9297333,GR,TANKER,58156,240480000,2006
YAKUMOSAN,9362877,MH,TANKER,159943,538003428,2008
KONYA,9657789,MT,BULK CARRIER,35812,229218000,2013
VINAYAK,9493951,SG,BULK CARRIER,32287,566005000,2009
ZIM VIRGINIA,9231808,IL,CONTAINER SHIP,53453,428002000,2007
ALBA,9297345,MH,TANKER,63462,232157000,2005
BASIC CHALLENGER,9526722,PA,BULK CARRIER,22866,353065000,2014
ZIM NEW YORK,9231810,HK,CONTAINER SHIP,53453,477634700,2002
HYPERION RAY,9690559,BS,VEHICLE CARRIER,71177,311000322,2015
VAN AUSPICIOUS,9330111,PA,BULK CARRIER,31261,354992000,2006
AEOLIAN FORTUNE,9461192,CY,BULK CARRIER,43012,212566000,2011
PACIFIC VOYAGER,9362889,PA,TANKER,160398,357918000,2009
FAGELGRACHT,9428425,NL,GENERAL CARGO,8620,246591000,2011
CARIBBEAN GLORY,9788875,PA,TANKER,157142,371915000,2017
AVENTICUM,9493963,CH,BULK CARRIER,32297,269023000,2010
MANDALA,9297357,MH,TANKER,63462,538008233,2006
ZIM SHANGHAI,9231822,HK,CONTAINER SHIP,53453,477634600,0
DESTINY 3,9264594,MY,TUG BOAT,432,98,0
GULF SUNRISE,9788887,PA,TANKER,157302,356818000,2017
ISABELITA,9493975,NO,BULK CARRIER,32297,257654000,2010
ARISTODIMOS,9297369,MH,TANKER,63462,538008232,2006
GODAM,9297371,MH,TANKER,63462,538008231,2006
S O L 1002,9657820,ID,TUG BOAT,118,525020128,2011
FRONT PRINCE,9788899,MH,TANKER,157142,538007561,2017
HAKUTA,9461221,PA,BULK CARRIER,43024,372779000,2010
FRONT PRINCESS,9788904,MH,TANKER,157142,538007562,2018
RANGER,9493999,LR,BULK CARRIER,43022,636092950,2012
HOANG PHUONG VIGOR,9330159,VN,GENERAL CARGO,2564,574573000,2005
MAGNOLIA,9461233,PA,BULK CARRIER,43012,357986000,2011
MARAN ARGONAUT,9428463,GR,BULK CARRIER,90192,240950000,2009
NAVIG8 VICTORIA,9690614,MH,CHEMICAL TANKER,29531,477127800,2015
MARYLAKI,9494010,MH,BULK CARRIER,32297,538007931,2010
CAPE GAS,9002491,KM,LPG,45029,620739000,1992
ELANDRA BAY,9821691,LR,TANKER,62370,636019296,2018
SALTSTRAUM,9854466,NO,CHEMICAL TANKER,7256,257550000,2020
GULF HORIZON,9297412,BS,TANKER,42443,311981000,2005
ABU AL ABYAD,9494022,LR,BULK CARRIER,33202,636014926,2011
CAPE PROVIDENCE,9461257,MH,BULK CARRIER,89441,538003783,2010
ELANDRA SOUND,9821706,LR,TANKER,62370,636019297,0
SK KINETIK,9723409,MY,SUPPLY VESSEL,3000,533131025,0
RAS GHUMAYS I,9494034,LR,BULK CARRIER,33202,636014922,2011
CAPE SPENCER,9461269,MH,BULK CARRIER,89441,538003784,2010
TORM GUDRUN,9199127,DK,TANKER,57031,220645000,2009
BESIKTAS KAZAKHSTAN,9461271,MT,BULK CARRIER,89441,248459000,2010
BALONGAN,9330202,ID,TANKER,5573,526056694,0
FAIRCHEM EDGE,9788954,MH,CHEMICAL TANKER,11917,538007270,2017
FELICITY,9297436,LR,TANKER,38842,636012612,2005
INTISAR,9231901,MT,TANKER,62247,256186000,2002
BUTINAH,9494046,LR,BULK CARRIER,33202,636014925,2011
BESIKTAS AZERBAIJAN,9461283,TR,BULK CARRIER,89441,271042018,2010
ITHACKI,9788966,LR,LPG,13794,636092867,2018
LENI,9362982,MH,BULK CARRIER,40690,538009223,2008
AL YASAT II,9494058,LR,BULK CARRIER,33202,636014945,2011
YINSON HERMES,9715517,MY,TUG BOAT,1678,533130329,2014
BONITA,9494060,NO,BULK CARRIER,32315,259005000,2010
DAS,9854507,LR,TANKER,156237,636020376,2019
SUNNY SKY,9461295,PA,BULK CARRIER,94145,370624000,2011
KITHIRA,9788978,SG,LPG,13794,563062400,2015
ANTIKITHIRA,9788980,LR,LPG,13794,636092868,2018
SUNNY STAR,9461300,PA,BULK CARRIER,94145,356826000,2011
CL GUILIN,9854521,LR,BULK CARRIER,107806,636018990,2020
SMYRNA,9363003,MT,BULK CARRIER,89603,215787000,2008
AIDEN II,9264702,PA,CHEMICAL TANKER,2282,351343000,2002
KEY HUNTER,9461312,PA,BULK CARRIER,43012,370971000,2011
GAS WISDOM,9788992,PA,LPG,47454,373435000,2017
SYDNEY TRADER,9297474,MT,CONTAINER SHIP,54809,256265000,2005
STAR SIENNA,9756224,KY,BULK CARRIER,108237,319155900,2015
MBA FUTURE,9494084,IT,BULK CARRIER,43024,247276600,2009
MANIFESTO,9625152,SG,LPG,47057,566692000,2011
MALINDI,9363015,MT,BULK CARRIER,91739,256924000,2008
STAR KARLIE,9756236,MT,BULK CARRIER,108237,249400000,2016
GOLDEN JAKE,9461324,MH,BULK CARRIER,42917,538004365,2011
VEGA KAPPA,9330252,LR,CONTAINER SHIP,9940,209911000,2007
MMA MAJESTIC,9657935,MY,SUPPLY VESSEL,3607,533130402,2011
THESTELIA K,9494096,MH,BULK CARRIER,43024,538008100,2009
YU PENG,9723473,CN,BULK CARRIER,27143,412212110,2016
SEAGER,9166417,PA,TANKER,56076,636011008,1999
MBA LIBERTY,9494101,IT,BULK CARRIER,43024,247285700,2010
STAR LAETITIA,9756248,KY,BULK CARRIER,108237,319156100,2015
ASTRID,9559640,PA,LPG,4310,355840000,2009
GOLDEN ARION,9461336,MH,BULK CARRIER,42917,538004434,2011
MAERSK LIMA,9526875,HK,CONTAINER SHIP,89174,477423600,2010
DESH VAIBHAV,9297498,IN,TANKER,161202,419531000,2004
NORDIC SPRINTER,9297503,KY,TANKER,81345,319067500,2014
ATALANTA,9494113,GR,BULK CARRIER,43024,240989000,2010
OMAHA,9363041,MT,BULK CARRIER,91775,249339000,2008
ZILOS,9199206,PA,BULK CARRIER,25543,370205000,2000
MAERSK LIRQUEN,9526887,HK,CONTAINER SHIP,89687,477423500,2010
CHINA TRIUMPH,9592422,HK,BULK CARRIER,104361,477091400,2011
AM EXPRESS,9461350,HK,BULK CARRIER,43012,477655300,2009
NORDIC SKIER,9297515,KY,TANKER,81345,319070500,2004
KSL SEOUL,9723502,HK,BULK CARRIER,94528,477699900,2014
MERBAU ERA,9133680,SG,FERRY BOAT,240,563000510,1995
SPERANZA,9002609,PA,TANKER,158475,620683000,1993
VINALINES DIAMOND,9330288,PA,CONTAINER SHIP,9957,370569000,2004
MAERSK LA PAZ,9526899,HK,CONTAINER SHIP,89174,477432700,2011
XYG FORTUNE,9330290,LR,BULK CARRIER,89726,636018178,2006
CHINA PROSPERITY,9592434,HK,BULK CARRIER,104361,477340500,2011
YM ENDEAVOUR,9461362,HK,BULK CARRIER,43012,477802500,2010
ANTWERP BRIDGE,9297527,KR,CONTAINER SHIP,54592,441548000,2005
PETANI,9363065,MT,BULK CARRIER,40298,249029000,2008
KSL STOCKHOLM,9723514,HK,BULK CARRIER,94528,477006100,2014
MSC ALEXANDRA,9461374,PA,CONTAINER SHIP,153115,371753000,2010
MARINE STAR,9002623,MH,TANKER,158475,518100611,1993
AANYA,9592446,PA,BULK CARRIER,93693,373434000,2011
ERO L,9231999,MH,BULK CARRIER,30422,538008042,2003
MOUNT CARMEL,9330305,LR,BULK CARRIER,89651,636017968,2007
STARLIGHT VENTURE,9297539,HK,TANKER,161045,477680100,2004
MAERSK LETICIA,9526916,HK,CONTAINER SHIP,89174,477628400,2011
BONITA,9297541,GR,TANKER,57711,240609000,2006
GOLDEN SURABAYA,9723526,HK,BULK CARRIER,94528,477948400,2015
PETRUS,9494151,MH,BULK CARRIER,33348,538008624,2011
FANTHOLMEN,9559688,NO,BULK CARRIER,20846,538008863,2010
PRINCESS ERIN,9494149,MH,BULK CARRIER,33348,538008620,2011
AASHNA,9592458,PA,BULK CARRIER,93693,373916000,2011
SENNA 5,9133707,TH,LPG,4484,567066900,1995
MSC GENOVA,9461386,DE,CONTAINER SHIP,153115,218819000,2010
NAVIOS HELIOS,9330317,PA,BULK CARRIER,40689,371623000,2004
IMKE SELMER,9559690,MH,BULK CARRIER,20846,538007978,2010
MAERSK LAVRAS,9526928,HK,CONTAINER SHIP,89687,477535200,2011
AQUATIC,9363089,LR,BULK CARRIER,44146,636018742,2008
MAERSK LEBU,9526930,HK,CONTAINER SHIP,89097,477196800,2011
SHEARWATER,9363091,PA,BULK CARRIER,49854,370338000,2006
CIC ELLI S,9264788,GR,BULK CARRIER,88292,240111000,2003
KSL SEVILLE,9723540,HK,BULK CARRIER,94742,477289700,2014
MSC ROSA M,9461398,PA,CONTAINER SHIP,153115,354462000,2010
MARIELLA BOTTIGLIERI,9232022,IT,TANKER,25063,247055300,2001
RIO UTAMBONI,9133719,PA,GENERAL CARGO,13691,371355000,0
OMICRON SKY,9330329,LR,BULK CARRIER,40611,636017169,2006
EMIL SELMER,9559705,MH,BULK CARRIER,20846,538007979,2010
MSC LA SPEZIA,9461403,DE,CONTAINER SHIP,153115,218400000,2010
OCEAN OPAL,9625243,HK,BULK CARRIER,44098,477942500,2011
SWISSCO JUPITER,9690781,SG,OFFSHORE SUPPLY VESSEL,2929,565172000,2013
MAERSK LAGUNA,9526942,SG,CONTAINER SHIP,89174,566338000,2011
MINERAL CHINA,9264790,KR,BULK CARRIER,88287,441758000,2003
GIAT,7397024,ID,GENERAL CARGO,4454,255803450,0
GHETTY BOTTIGLIERI,9232034,IT,TANKER,25063,247063100,2001
GLOBAL GLORY,9821859,HK,CHEMICAL TANKER,26754,477231600,2017
NINE FRONTIER,9363106,PA,BULK CARRIER,49720,370475000,2008
OOCL SAN FRANCISCO,9199268,HK,CONTAINER SHIP,66677,477806000,2000
OOCL CHICAGO,9199270,HK,CONTAINER SHIP,66677,477825000,2000
MSC DEILA,9461415,PA,CONTAINER SHIP,153115,373183000,2012
STI PARK,9690793,MH,TANKER,64705,538005386,2014
CRYSTAL PIONEER,9363118,KY,BULK CARRIER,49720,319600000,2006
STRELITZIA,9363120,PA,BULK CARRIER,49854,351800000,2010
ATLANTIC MERCHANT,9002673,PA,BULK CARRIER,138172,477036700,1992
PACIFIC ENERGY 138,9625267,SG,TANKER,2608,566676000,2010
AMALIA,9330355,LR,TANKER,41966,636091197,2006
BUENA LUNA,9559731,PA,LPG,4304,356600000,2010
MAERSK LEON,9526966,SG,CONTAINER SHIP,90107,566405000,2011
MSC LIVORNO,9461427,DE,CONTAINER SHIP,153115,218441000,2010
STI SLOANE,9690808,MH,TANKER,64705,538005387,2014
CHUN I NO 6,9887413,TW,FISHING VESSEL,2000,416005846,0
WINNING ENDURANCE,9232058,SG,BULK CARRIER,87590,566845000,2000
STI CONDOTTI,9690810,MH,TANKER,64705,538005388,2014
ARETHOUSA,9232060,CY,BULK CARRIER,87590,209799000,2001
BERGE HUA SHAN,9035450,IM,BULK CARRIER,150170,235101424,1992
IOLE R,9363132,MH,BULK CARRIER,44146,538008645,2008
MSC VALERIA,9461439,PA,CONTAINER SHIP,153115,370341000,2012
SAN PEDRO,9625281,MT,CONTAINER SHIP,16880,229657000,2014
MSC BARI,9461441,LR,CONTAINER SHIP,153115,636092188,2011
ORCHID CORAL,9526980,PA,LPG,3418,351320000,2010
YUAN HUA HU,9723588,CN,TANKER,160081,414213000,2015
YUAN QIU HU,9723590,CN,TANKER,160081,414214000,2015
STI VENETO,9690822,MH,TANKER,64705,538005389,2015
MAX KING,9363144,MT,CONTAINER SHIP,18102,249061000,2008
SEMIRAMIS,9658056,LR,BULK CARRIER,44827,636015698,2013
ADAMAS I,9428683,PA,TANKER,29924,353323000,2009
BACCO,9461453,BE,BULK CARRIER,42917,538004471,2010
WAN HAI 206,9002702,01,CONTAINER SHIP,17136,565129000,1991
SAN LORENZO,9625293,CY,CONTAINER SHIP,16889,212724000,2014
GAS CALACA,9526992,MH,LPG,4485,538006590,2011
ORIENTAL PROTEA,9330381,PA,CHEMICAL TANKER,8259,371560000,2004
STI ORCHARD,9690834,MH,TANKER,64677,538005510,2014
MAX KUDO,9363156,MT,CONTAINER SHIP,18102,249035000,2008
CAPE PROVIDENCE,9494228,PA,BULK CARRIER,93526,372773000,2009
GOLDEN MAGNUM,9494230,HK,BULK CARRIER,93960,477767800,2009
EVA,9658068,LR,BULK CARRIER,44827,636015699,2013
LOTUS A,9461465,LR,CONTAINER SHIP,91585,636018057,2010
CHUN YING NO 212,8314586,SC,FISHING VESSEL,598,456442340,0
MARINA S,9592537,LR,BULK CARRIER,45335,241158000,2012
GAS ONE,9527001,PA,LPG,3444,353230000,2011
STI BROADWAY,9690846,MH,TANKER,64875,538005513,2014
ATALANTE,9363168,MT,BULK CARRIER,14501,229720000,2008
ZHEN HUA 7,9166560,LR,HEAVYLOAD SEMI-SUBMERSIBLE,44471,356782000,1998
CLIPPER FREEPORT,9789154,NO,LPG,46120,259104000,2017
UNIVERSAL BREMEN,9494242,MH,BULK CARRIER,33042,538007023,2010
SERI CEMARA,9756389,MY,LNG,133948,533130753,2016
CYPRESS,9461477,LR,CONTAINER SHIP,91585,636018058,2011
BAHAMAS,9395941,LR,CONTAINER SHIP,40741,636091893,2010
WOOJIN KELLY,9330408,KR,TANKER,8254,441210000,2006
SBI CONGA,9723629,MH,BULK CARRIER,44069,538006305,2015
PERSEUS,9723631,PA,BULK CARRIER,44069,354225000,2016
NISSHO MARU,9264881,PA,TANKER,160123,373559000,2004
KOI,9461489,LR,CONTAINER SHIP,91585,636018059,2011
SM SAVANNAH,9461489,LR,CONTAINER SHIP-3RD GEN.,91621,636018059,0
GULF BRIDGE,9461491,MH,CONTAINER SHIP,91761,538007545,2011
NAVIOS FELICITAS,9395953,LR,CONTAINER SHIP,40741,636018471,2010
MAERSK LINS,9527025,HK,CONTAINER SHIP,89505,477938500,2012
SHAGANG GIANT,9002738,LR,BULK CARRIER,157402,636011949,1993
SM WHITE WHALE 1,9854703,PA,TANKER,156336,357216000,2019
ROYAL 45,9559793,VN,GENERAL CARGO,2551,574936000,2009
TANTO BERSATU,9035515,ID,CONTAINER SHIP,16869,563267000,1993
SM WHITE WHALE2,9854715,PA,TANKER,156336,374901000,2019
MAERSK LONDRINA,9527037,HK,CONTAINER SHIP,89505,477334300,2012
TSURUMI,9264893,LR,TANKER,159960,636019805,2003
ERMIS,9723643,PA,BULK CARRIER,44069,538006266,2016
MEDITERRANEAN BRIDGE,9461506,MH,CONTAINER SHIP,91761,538007546,2011
MAERSK LANCO,9527049,HK,CONTAINER SHIP,90107,477182700,2013
JAG VISHNU,9264908,IN,LPG,44673,356024000,2002
ABIGAIL JOSEPH,8904460,MH,TANKER,80106,563034000,1992
PACIFIC EURUS,9264910,BS,LPG,111539,308937000,2004
STI MIGHTY,9854739,SG,PETROLEUM/CHEMICAL TANKER,29991,563099200,2019
NICOLAOS A,9232151,CY,BULK CARRIER,31167,210698000,2003
MAERSK LABREA,9527063,HK,CONTAINER SHIP,89505,477017600,2013
CS DEVELOPMENT,9133850,MH,TANKER,163720,538006746,1997
SAEHAN INTRASIA,9330460,PA,CHEMICAL TANKER,11634,357851000,2004
FU YUAN YU YUN 699,9887516,CN,FISHING VESSEL,3288,412440754,2019
